Name,Creator,Image,Description,Difficulty,Time,Paper Shape,Sheets,Image_GitHub
Martian,John Montroll,https://origami-database.com/wp-content/uploads/DSC03780-export-900x900.jpg,"Abstract humanoid figure with large, wide head.",Intermediate,20 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03780-export-900x900.jpg
Phoenix,John Montroll,https://origami-database.com/wp-content/uploads/DSC03782-export-900x868.jpg,"Mythical bird with long neck, large feather on its head and fanned tail.",Intermediate,38 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03782-export-900x868.jpg
Ogre,John Montroll,https://origami-database.com/wp-content/uploads/DSC03784-export-900x900.jpg,"Humanoid figure with large head, chest and arms.",Intermediate,29 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03784-export-900x900.jpg
Winged Wolf,John Montroll,https://origami-database.com/wp-content/uploads/DSC03778-export-900x900.jpg,Standing wolf with large wings.,Intermediate,27 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03778-export-900x900.jpg
Cube,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC03773-export.jpg,Cube with one fully open edge.,Moderate,19 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03773-export.jpg
Lady Godiva,Tsuruta Yoshimasa,https://origami-database.com/wp-content/uploads/DSC03718-export-900x900.jpg,Three-dimentional reverse-colored woman atop a horse.,Hard,2 hours,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03718-export-900x900.jpg
Fivefold Rose,John Szinger,https://origami-database.com/wp-content/uploads/DSC03708-export-scaled.jpg,Five-sided flower.,Intermediate,1 hour,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03708-export-scaled.jpg
Grim Reaper,Chuya Miyamoto,https://origami-database.com/wp-content/uploads/DSC03699-export-900x900.jpg,"Humanoid skeleton in tattered robes carrying a large scythe, with reverse-colored skull face, hands and feet.",Complex,7 hours 34 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03699-export-900x900.jpg
Spinosaurus,Hisao Fukui,https://origami-database.com/wp-content/uploads/DSC03698-export-3000x3000.jpg,Standing dinosaur with small reverse-colored sail on its back and dewclaws on its legs.,Hard,1 hour 33 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03698-export-3000x3000.jpg
Samurai Helmet Beetle,Jun Maekawa,https://origami-database.com/wp-content/uploads/DSC03703-export-900x900.jpg,Distinctively shaped beetle with reverse-colored wings posed as if in flight.,Hard,2 hours 25 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03703-export-900x900.jpg
Slowpoke,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC03691-export-900x900.jpg,"Three-dimentional Pokémon with reverse-colored eyes, toes and mouth, featuring two large incisors.",Moderate,50 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03691-export-900x900.jpg
Giant Panda,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC03688-export-900x900.jpg,Standing panda bear with distinctive color changes.,Intermediate,45 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03688-export-900x900.jpg
Winged Unicorn,John Montroll,https://origami-database.com/wp-content/uploads/DSC03687-export-900x900.jpg,"Winged unicorn with a large, reverse-colored horn.",Intermediate,53 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03687-export-900x900.jpg
Biplane,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC03680-export-900x900.jpg,Three-dimentional airplane with stacked wings and two wheels.,Hard,2 hours,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03680-export-900x900.jpg
Dragon with Wizard,José Aníbal Voyer Iniesta,https://origami-database.com/wp-content/uploads/DSC03660-export-900x900.jpg,"Quadruped dragon breathing reverse-colored flames, with a humanoid figure on its back.",Hard,3 hours 23 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03660-export-900x900.jpg
Dragon with Warrior,José Aníbal Voyer Iniesta,https://origami-database.com/wp-content/uploads/DSC03670-export-900x900.jpg,"Flying dragon with horned head, carrying a humanoid figure.",Hard,3 hours 16 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03670-export-900x900.jpg
Sea serpent,John Montroll,https://origami-database.com/wp-content/uploads/DSC03669-export-900x900.jpg,Sea serpent with dragon-like head and long tail.,Moderate,21 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03669-export-900x900.jpg
Crayfish,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC03667-export-900x900.jpg,Lobster-like creature with two large claws and four legs.,Moderate,35 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03667-export-900x900.jpg
Dragon Hatchling,Paul Frasco,https://origami-database.com/wp-content/uploads/DSC03654-export-900x900.jpg,"Egg with reverse-colored head, tail and wings of a baby dragon peeking out.",Intermediate,35 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03654-export-900x900.jpg
Snake,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC03651-export-900x900.jpg,"Abstract snake coiled around itself, neck and head raised, with a reverse-colored open mouth.",Easy,7 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03651-export-900x900.jpg
Rocket,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC03622-export-900x900.jpg,Abstract and boxy rocket with four fins.,Moderate,12 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03622-export-900x900.jpg
Witch,José Aníbal Voyer Iniesta,https://origami-database.com/wp-content/uploads/DSC03643-export-900x900.jpg,Robed woman with pointy hat on a flying broom.,Hard,1 hour 53 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03643-export-900x900.jpg
King Tut,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC03636-export-900x900.jpg,Mask of the Egyptian pharaoh Tutankhamun.,Intermediate,32 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03636-export-900x900.jpg
Cuckoo Clock,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC03629-export-900x900.jpg,Three-dimentional cuckoo clock with long pendulum and bird popping out.,Hard,2 hours 34 minutes,Other,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03629-export-900x900.jpg
Hummingbird,Phạm Hoàng Tuấn,https://origami-database.com/wp-content/uploads/DSC03648-export-900x900.jpg,Flying bird with long beak and reverse-colored body.,Intermediate,41 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03648-export-900x900.jpg
One-Headed Dragon,John Montroll,https://origami-database.com/wp-content/uploads/DSC03635-export-900x900.jpg,Standing dragon with long neck.,Moderate,23 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03635-export-900x900.jpg
Nun,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC03624-export-3000x3000.jpg,Standing robed figure with reverse-colored wimple.,Moderate,14 minutes,Other,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03624-export-3000x3000.jpg
Pigeon,Román Díaz,https://origami-database.com/wp-content/uploads/DSC03640-export-900x900.jpg,Three-dimentional bird with distinctive plumage and body shape.,Intermediate,1 hour 5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03640-export-900x900.jpg
Vulture,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC03627-export.jpg,Abstract bird with distinctive silhouette.,Moderate,13 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03627-export.jpg
White-faced Mouse,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC03589-export-scaled.jpg,Abstract mouse with reverse-colored face.,Easy,3 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03589-export-scaled.jpg
Swan,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC03590-export-900x900.jpg,Sitting or swimming bird with long neck and separate wings and plumage.,Moderate,8 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03590-export-900x900.jpg
Fish,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC03592-export-scaled.jpg,Abstract fish with pelvic and tail fin.,Easy,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03592-export-scaled.jpg
2 Fold Santa,Paula Versnick,https://origami-database.com/wp-content/uploads/DSC03595-export-900x900.jpg,Abstract Santa Claus model.,Easy,1 minute,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03595-export-900x900.jpg
One Fold Stegosaurus,Joseph Wu,https://origami-database.com/wp-content/uploads/DSC03593-export-scaled.jpg,"Flat, abstract dinosaur.",Easy,1 minute,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03593-export-scaled.jpg
Pigeon,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03580-export-900x900.jpg,Abstract flying bird with reverse-colored beak and underside.,Easy,2 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03580-export-900x900.jpg
Candy Box,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03573-export-900x900.jpg,Open tapered box with reverse-colored underside.,Easy,5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03573-export-900x900.jpg
Fancy Box,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03575-export-900x900.jpg,Box with pointed sides and reverse-colored triangle decorations on the edge.,Easy,6 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03575-export-900x900.jpg
Pig,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03578-export-900x900.jpg,Abstract standing pig.,Easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03578-export-900x900.jpg
Star,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03585-export-900x900.jpg,Five-pointed star with visible flaps.,Easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03585-export-900x900.jpg
Pelican,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03582-export-900x900.jpg,Abstract swimming or sitting bird.,Easy,3 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03582-export-900x900.jpg
House,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03569-export-900x900.jpg,Abstract symbol of two adjoined houses.,Easy,2 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03569-export-900x900.jpg
Jumping frog,Jeremy Shafer,https://origami-database.com/wp-content/uploads/DSC03571-export-900x900.jpg,"Three-dimentional frog with four fingers and five toes, open mouth and eyes that jumps when tapped.",Moderate,50 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03571-export-900x900.jpg
Jumping frog,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03557-export-900x900.jpg,Abstract frog that jumps when tapped.,Easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03557-export-900x900.jpg
Jumping frog,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03555-export-900x900.jpg,Abstract frog that jumps when tapped.,Easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03555-export-900x900.jpg
Oblong Box,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03563-export-900x900.jpg,Long rectangular box with two attached open lids.,Easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03563-export-900x900.jpg
Tall Cap,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03565-export-900x900.jpg,High cone-shaped hat.,Easy,2 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03565-export-900x900.jpg
Boat,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03549-export-900x900.jpg,Simple open boat.,Moderate,3 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03549-export-900x900.jpg
Piano,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03567-export-900x900.jpg,Abstract three-dimentional piano.,Easy,3 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03567-export-900x900.jpg
Jumping frog,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03551-export-900x900.jpg,Abstract frog that jumps when tapped.,Easy,3 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03551-export-900x900.jpg
Three-Headed Dragon,José Aníbal Voyer Iniesta,https://origami-database.com/wp-content/uploads/DSC03538-export-900x900.jpg,Bipedal three-headed creature with small wings and horned heads featuring open mouths.,Intermediate,2 hours 22 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03538-export-900x900.jpg
Charizard,Ryosuke Sakurai,https://origami-database.com/wp-content/uploads/DSC03545-export-900x900.jpg,Standing three-dimentional dragon from Pokémon with reverse-colored wings and flame on the tip of its tail.,Hard,2 hours 55 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03545-export-900x900.jpg
Lapras,Henry Phạm,https://origami-database.com/wp-content/uploads/DSC03534-export-900x900.jpg,Three-dimentional plesiosaur-like creature with reverse-colored shell on its back.,Intermediate,48 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03534-export-900x900.jpg
Bulbasaur,Kamifuusen,https://origami-database.com/wp-content/uploads/DSC03531-export-900x900.jpg,Quadruped creature with large plant bulb on its back.,Intermediate,30 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03531-export-900x900.jpg
Pegasus,José Aníbal Voyer Iniesta,https://origami-database.com/wp-content/uploads/DSC03508-export-900x900.jpg,Horse with medium-sized wings.,Hard,1 hour 50 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03508-export-900x900.jpg
Tulip and Stem,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03570-export-900x900.jpg,Red abstract flower with three petals on a stem with a single leaf.,Easy,4 minutes,Square,2 sheets,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03570-export-900x900.jpg
Atlantic Puffin,Sébastien Limet,https://origami-database.com/wp-content/uploads/DSC03512-export-900x900.jpg,Standing bulky bird with reverse-colored elements.,Intermediate,52 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03512-export-900x900.jpg
Rabbit,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03495-export-900x900.jpg,Simple abstract rabbit face.,Easy,2 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03495-export-900x900.jpg
Horse,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03497-export-900x900.jpg,Simple abstract horse head.,Easy,3 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03497-export-900x900.jpg
Cat,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03493-export-900x900.jpg,Simple abstract cat face.,Easy,2 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03493-export-900x900.jpg
Tarrasque,Miguel F. Romero,https://origami-database.com/wp-content/uploads/DSC03516-export-900x900.jpg,"Quadruped armored beast with long tail, scales on its back and a horned head.",Complex,3 hours 45 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03516-export-900x900.jpg
Dog,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03491-export-900x900.jpg,Simple abstract dog face.,Easy,2 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03491-export-900x900.jpg
Fish,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03506-export-3000x3000.jpg,"Simple generic fish with dorsal, pelvic and caudal fins.",Easy,6 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03506-export-3000x3000.jpg
Fish,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03499-export-900x900.jpg,Simple abstract fish,Easy,2 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03499-export-900x900.jpg
Penguin,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03501-export-scaled.jpg,Simple abstract penguin,Easy,2 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03501-export-scaled.jpg
Lily Pad,B. Domangue,https://origami-database.com/wp-content/uploads/DSC03488-export-900x900.jpg,Flat water lily leaf.,Moderate,8 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03488-export-900x900.jpg
Lotus Flower,B. Domangue,https://origami-database.com/wp-content/uploads/DSC03486-export-900x900.jpg,Water lily flower.,Moderate,20 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03486-export-900x900.jpg
Greater Death’s Head Hawkmoth,Mi Wu,https://origami-database.com/wp-content/uploads/DSC03482-export-900x900.jpg,"Flying insect with reverse-colored wings, striped abdomen and skull-like symbol on its back.",Complex,4 hours 10 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03482-export-900x900.jpg
Prehistoric Man,Fernando Gilgado Gómez,https://origami-database.com/wp-content/uploads/DSC03475-export-900x900.jpg,Male humanoid shape with visible genitals.,Moderate,14 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03475-export-900x900.jpg
Otyugh,Miguel F. Romero,https://origami-database.com/wp-content/uploads/DSC03467-export-900x900.jpg,Three-legged monster with two large tentacles and an open mouth.,Intermediate,1 hour 18 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03467-export-900x900.jpg
Bulette,Miguel F. Romero,https://origami-database.com/wp-content/uploads/DSC03469-export-scaled.jpg,Armored quadruped creature with large maw.,Hard,1 hour 58 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03469-export-scaled.jpg
Fly,Adriano Mariani,https://origami-database.com/wp-content/uploads/DSC03472-export-900x900.jpg,Abstract three-dimentional flying insect with reverse-colored wings.,Easy,6 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03472-export-900x900.jpg
Question Mark,Mi Wu,https://origami-database.com/wp-content/uploads/DSC03463-export-900x900.jpg,Question mark symbol on a reverse-colored background.,Intermediate,22 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03463-export-900x900.jpg
Tulip,Mi Wu,https://origami-database.com/wp-content/uploads/DSC03459-export-900x900.jpg,Flat duo-colored flower on reverse-colored background.,Intermediate,38 minutes,Square,2 sheets,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03459-export-900x900.jpg
Owlbear,Miguel F. Romero,https://origami-database.com/wp-content/uploads/DSC03456-export-900x900.jpg,Abstract bear-like creature with large beak and talons.,Moderate,37 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03456-export-900x900.jpg
Intellect Devourer,Plus4Charisma,https://origami-database.com/wp-content/uploads/DSC03453-export-900x900.jpg,"Brain on four legs, each having three digits.",Intermediate,1 hour 11 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03453-export-900x900.jpg
Displacer beast,Miguel F. Romero,https://origami-database.com/wp-content/uploads/DSC03448-export-900x900.jpg,Six-legged catlike creature with two large tentacles sprouting from its back.,Hard,2 hours 40 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03448-export-900x900.jpg
Heart with bow,Unknown / traditional,https://origami-database.com/wp-content/uploads/DSC03451-export-900x900.jpg,Heart symbol with reverse-colored bow on top.,Easy,9 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03451-export-900x900.jpg
Staff,John Montroll,https://origami-database.com/wp-content/uploads/DSC03429-export-900x900.jpg,Abstract staff topped with a reverse-colored tip.,Moderate,13 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03429-export-900x900.jpg
The Flying Carpet,Akira Yoshizawa,https://origami-database.com/wp-content/uploads/DSC03438-export-scaled.jpg,Airplane that can be thrown.,Easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03438-export-scaled.jpg
Carp banner,Akira Yoshizawa,https://origami-database.com/wp-content/uploads/DSC03427-export-900x900.jpg,Abstract fish with open mouth and two pectoral fins.,Easy,7 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03427-export-900x900.jpg
The Glider,Akira Yoshizawa,https://origami-database.com/wp-content/uploads/DSC03433-export-900x900.jpg,Airplane that can be thrown.,Easy,4 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03433-export-900x900.jpg
Sword,John Montroll,https://origami-database.com/wp-content/uploads/DSC03431-export-900x900.jpg,Abstract sword with reverse-colored blade and upward crossguard.,Moderate,11 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03431-export-900x900.jpg
Tiger,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC03424-export-900x900.jpg,Abstract tiger with reverse-colored stripes and nose.,Intermediate,51 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03424-export-900x900.jpg
Mammoth,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC03422-export-900x900.jpg,Abstract mammoth model with large reverse-colored thusks.,Intermediate,38 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03422-export-900x900.jpg
Rhinoceros,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC03420-export-900x900.jpg,Abstract rhino with distinctive head and large horn.,Moderate,27 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03420-export-900x900.jpg
Merino Sheep,Donya Quick,https://origami-database.com/wp-content/uploads/DSC03415-export-900x900.jpg,Sheep with horns and reverse-colored head.,Moderate,22 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03415-export-900x900.jpg
Baby Gorilla,Akira Yoshizawa,https://origami-database.com/wp-content/uploads/DSC03383-export-900x900.jpg,Standing ape model with distinctive head and pose.,Moderate,22 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03383-export-900x900.jpg
Phantom,Li Changqi,https://origami-database.com/wp-content/uploads/DSC03405-export-900x900.jpg,Large conch shell with reverse-colored wave coming out of it featuring a small boat.,Complex,4 hours 35 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03405-export-900x900.jpg
Tonosama grasshopper,Mushitarou,https://origami-database.com/wp-content/uploads/DSC03389-export-900x900.jpg,"Grasshopper with six independent legs, two antennae and distinctive shape.",Intermediate,1 hour 5 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03389-export-900x900.jpg
Ax,John Montroll,https://origami-database.com/wp-content/uploads/DSC03392-export-900x900.jpg,Simple axe with reverse-colored blade.,Moderate,9 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03392-export-900x900.jpg
Giant Tortoise,Imai Yudai,https://origami-database.com/wp-content/uploads/DSC03385-export-900x900.jpg,Standing tortoise with large shield and raised head.,Intermediate,44 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03385-export-900x900.jpg
Sea Turtle,Akira Yoshizawa,https://origami-database.com/wp-content/uploads/DSC03371-export-900x900.jpg,Three-dimentional turtle with distinctive flippers.,Moderate,18 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03371-export-900x900.jpg
Singer,Peter Stein,https://origami-database.com/wp-content/uploads/DSC03379-export-900x900.jpg,Cowled humanoid figure with a book in one hand.,Moderate,40 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03379-export-900x900.jpg
Velociraptor,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC03381-export-900x900.jpg,"Bipedal dinosaur model with reverse-colored head, feet and arm feathers.",Intermediate,1 hour 3 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03381-export-900x900.jpg
Skull Coin,Mi Wu,https://origami-database.com/wp-content/uploads/DSC03332-export-900x900.jpg,Octogonal flat model with a reverse-colored skull symbol.,Intermediate,24 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03332-export-900x900.jpg
Deer,Robert J. Lang,https://origami-database.com/wp-content/uploads/DSC03329-export-900x900.jpg,Standing deer featuring antlers with six points.,Intermediate,55 minutes,1:2 rectangle,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03329-export-900x900.jpg
Lady,Mario Adrados Netto,https://origami-database.com/wp-content/uploads/DSC03328-export-900x900.jpg,Winged female figure with long skirt.,Hard,2 hours 24 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03328-export-900x900.jpg
Fish,Jo Nakashima,https://origami-database.com/wp-content/uploads/DSC03320-export.jpg,"Abstract fish model with open mouth and large, reverse-colored eye.",Intermediate,29 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03320-export.jpg
Ammonite,Muneji Fuchimoto,https://origami-database.com/wp-content/uploads/DSC03312-export-900x900.jpg,Segmented shell with four reverse-colored tentacles.,Moderate,29 minutes,Square,1 sheet,https://raw.githubusercontent.com/rxbrooks15/origami_regression/main/folder/DSC03312-export-900x900.jpg
